date,sejrik,mencik2,Mates511,ominar
2019-04-29,68,78,0,0
2019-04-30,68,78,0,0
2019-05-01,68,78,0,0
2019-05-02,68,78,0,0
2019-05-03,68,78,0,0
2019-05-04,68,78,0,0
2019-05-05,68,78,0,0
2019-05-06,68,78,0,0
2019-05-07,68,78,0,0
2019-05-08,68,78,0,0
2019-05-09,68,78,0,0
2019-05-10,68,78,0,0
2019-05-11,68,78,0,0
2019-05-12,68,78,0,0
2019-05-13,68,78,0,0
2019-05-14,68,78,0,0
2019-05-15,68,78,0,0
2019-05-16,68,78,0,0
2019-05-17,68,78,0,0
2019-05-18,68,78,0,0
2019-05-19,68,79,0,0
2019-05-20,68,79,0,0
2019-05-21,68,79,0,0
2019-05-22,68,79,0,0
2019-05-23,68,79,0,0
2019-05-24,68,79,0,0
2019-05-25,68,79,0,0
2019-05-26,68,79,0,0
2019-05-27,68,79,0,0
2019-05-28,68,79,0,0
2019-05-29,68,79,0,0
2019-05-30,69,79,0,0
2019-05-31,69,80,0,0
2019-06-01,69,80,0,0
2019-06-02,69,80,0,0
2019-06-03,69,80,0,0
2019-06-04,69,80,0,0
2019-06-05,71,80,0,0
2019-06-06,71,80,0,0
2019-06-07,71,80,0,0
2019-06-08,71,80,0,0
2019-06-09,71,80,0,0
2019-06-10,71,80,0,0
2019-06-11,71,80,0,0
2019-06-12,71,80,0,0
2019-06-13,71,80,0,0
2019-06-14,71,80,0,0
2019-06-15,71,80,0,0
2019-06-16,71,80,0,0
2019-06-17,71,80,0,0
2019-06-18,71,80,0,0
2019-06-19,72,80,0,0
2019-06-20,72,80,0,0
2019-06-21,72,80,0,0
2019-06-22,72,80,0,0
2019-06-23,72,80,0,0
2019-06-24,72,80,0,0
2019-06-25,72,80,0,0
2019-06-26,72,80,0,0
2019-06-27,72,80,0,0
2019-06-28,72,80,0,0
2019-06-29,73,80,0,0
2019-06-30,73,80,0,0
2019-07-01,73,80,0,0
2019-07-02,73,80,0,0
2019-07-03,73,80,0,0
2019-07-04,73,80,0,0
2019-07-05,74,80,0,0
2019-07-06,74,80,0,0
2019-07-07,74,80,0,0
2019-07-08,75,80,0,0
2019-07-09,75,80,0,0
2019-07-10,75,80,0,0
2019-07-11,76,80,0,0
2019-07-12,76,80,0,0
2019-07-13,76,80,0,0
2019-07-14,76,80,0,0
2019-07-15,76,80,0,0
2019-07-16,76,80,0,0
2019-07-17,76,80,0,0
2019-07-18,76,80,0,0
2019-07-19,76,80,0,0
2019-07-20,76,80,0,0
2019-07-21,76,80,0,0
2019-07-22,76,80,0,0
2019-07-23,76,80,0,0
2019-07-24,76,80,0,0
2019-07-25,76,80,0,0
2019-07-26,76,81,0,0
2019-07-27,76,81,0,0
2019-07-28,76,81,0,0
2019-07-29,77,81,0,0
2019-07-30,77,81,0,0
2019-07-31,77,81,0,0
2019-08-01,77,81,0,0
2019-08-02,77,81,0,0
2019-08-03,77,81,0,0
2019-08-04,77,81,0,0
2019-08-05,77,81,0,0
2019-08-06,77,81,0,0
2019-08-07,77,81,0,0
2019-08-08,77,81,0,0
2019-08-09,77,81,0,0
2019-08-10,77,81,0,0
2019-08-11,77,81,0,0
2019-08-12,77,81,0,0
2019-08-13,77,81,0,0
2019-08-14,77,81,0,0
2019-08-15,77,81,0,0
2019-08-16,77,81,0,0
2019-08-17,77,81,0,0
2019-08-18,77,81,0,0
2019-08-19,77,81,0,0
2019-08-20,77,81,0,0
2019-08-21,77,81,0,0
2019-08-22,77,81,0,0
2019-08-23,77,81,0,0
2019-08-24,77,81,0,0
2019-08-25,77,81,0,0
2019-08-26,78,81,0,0
2019-08-27,78,81,0,0
2019-08-28,78,81,0,0
2019-08-29,78,81,0,0
2019-08-30,78,81,0,0
2019-08-31,78,81,0,0
2019-09-01,78,81,0,0
2019-09-02,78,81,0,0
2019-09-03,78,81,0,0
2019-09-04,78,81,0,0
2019-09-05,78,81,0,0
2019-09-06,78,81,0,0
2019-09-07,78,81,0,0
2019-09-08,78,81,0,0
2019-09-09,78,81,0,0
2019-09-10,78,81,0,0
2019-09-11,78,82,0,0
2019-09-12,78,82,0,0
2019-09-13,78,82,0,0
2019-09-14,78,82,0,0
2019-09-15,78,82,0,0
2019-09-16,78,82,0,0
2019-09-17,78,82,0,0
2019-09-18,78,82,0,0
2019-09-19,78,82,0,0
2019-09-20,78,82,0,0
2019-09-21,78,82,0,0
2019-09-22,78,82,0,0
2019-09-23,78,82,0,0
2019-09-24,78,82,0,0
2019-09-25,78,82,0,0
2019-09-26,78,82,0,0
2019-09-27,78,82,0,0
2019-09-28,78,82,0,0
2019-09-29,78,82,0,0
2019-09-30,78,82,0,0
2019-10-01,78,82,0,0
2019-10-02,78,82,0,0
2019-10-03,78,82,0,0
2019-10-04,78,82,0,0
2019-10-05,78,82,0,0
2019-10-06,78,82,0,0
2019-10-07,78,82,0,0
2019-10-08,78,82,0,0
2019-10-09,78,82,0,0
2019-10-10,78,82,0,0
2019-10-11,78,82,0,0
2019-10-12,78,82,0,0
2019-10-13,78,82,0,0
2019-10-14,78,82,0,0
2019-10-15,78,82,0,0
2019-10-16,78,82,0,0
2019-10-17,78,82,0,0
2019-10-18,78,82,0,0
2019-10-19,78,82,0,0
2019-10-20,78,82,0,0
2019-10-21,78,82,0,0
2019-10-22,78,82,0,0
2019-10-23,78,82,0,0
2019-10-24,78,82,0,0
2019-10-25,78,82,0,0
2019-10-26,78,82,0,0
2019-10-27,78,82,0,0
2019-10-28,78,82,0,0
2019-10-29,78,82,0,0
2019-10-30,78,82,0,0
2019-10-31,78,82,0,0
2019-11-01,78,82,0,0
2019-11-02,78,82,0,0
2019-11-03,78,82,0,0
2019-11-04,78,82,0,0
2019-11-05,78,82,0,0
2019-11-06,78,82,0,0
2019-11-07,78,82,0,0
2019-11-08,78,86,0,0
2019-11-09,78,86,0,0
2019-11-10,79,86,0,0
2019-11-11,79,86,0,0
2019-11-12,79,86,0,0
2019-11-13,79,86,0,0
2019-11-14,79,86,0,0
2019-11-15,79,86,0,0
2019-11-16,79,86,0,0
2019-11-17,79,86,0,0
2019-11-18,79,86,0,0
2019-11-19,79,87,0,0
2019-11-20,79,87,0,0
2019-11-21,79,87,0,0
2019-11-22,79,87,0,0
2019-11-23,79,87,0,0
2019-11-24,79,87,0,0
2019-11-25,79,87,0,0
2019-11-26,79,87,0,0
2019-11-27,79,88,0,0
2019-11-28,79,88,0,0
2019-11-29,79,88,0,0
2019-11-30,79,88,0,0
2019-12-01,79,88,0,0
2019-12-02,79,88,0,0
2019-12-03,79,88,0,0
2019-12-04,79,88,0,0
2019-12-05,79,88,0,0
2019-12-06,79,91,0,0
2019-12-07,79,91,0,0
2019-12-08,79,91,0,0
2019-12-09,79,91,0,0
2019-12-10,79,92,0,0
2019-12-11,79,92,0,0
2019-12-12,79,92,0,0
2019-12-13,79,92,0,0
2019-12-14,79,92,0,0
2019-12-15,79,92,0,0
2019-12-16,79,92,0,0
2019-12-17,79,92,0,0
2019-12-18,79,92,0,0
2019-12-19,79,92,0,0
2019-12-20,79,92,0,0
2019-12-21,79,92,0,0
2019-12-22,79,92,0,0
2019-12-23,79,92,0,0
2019-12-24,79,92,0,0
2019-12-25,79,92,0,0
2019-12-26,79,92,0,0
2019-12-27,79,92,0,0
2019-12-28,79,92,0,0
2019-12-29,79,92,0,0
2019-12-30,79,92,0,0
2019-12-31,79,92,0,0
2020-01-01,79,92,0,0
2020-01-02,79,92,0,0
2020-01-03,79,92,0,0
2020-01-04,79,92,0,0
2020-01-05,79,92,0,0
2020-01-06,79,92,0,0
2020-01-07,81,92,0,0
2020-01-08,81,92,0,0
2020-01-09,81,92,0,0
2020-01-10,82,92,0,0
2020-01-11,82,92,0,0
2020-01-12,82,92,0,0
2020-01-13,82,92,0,0
2020-01-14,82,92,0,0
2020-01-15,82,92,0,0
2020-01-16,82,92,0,0
2020-01-17,82,92,0,0
2020-01-18,82,92,0,0
2020-01-19,82,92,0,0
2020-01-20,82,92,0,0
2020-01-21,82,92,0,0
2020-01-22,82,92,0,0
2020-01-23,82,92,0,0
2020-01-24,82,92,0,0
2020-01-25,82,92,0,0
2020-01-26,82,92,0,0
2020-01-27,82,92,0,0
2020-01-28,82,92,0,0
2020-01-29,82,92,0,0
2020-01-30,82,92,0,0
2020-01-31,82,92,0,0
2020-02-01,82,92,0,0
2020-02-02,82,92,0,0
2020-02-03,82,92,0,0
2020-02-04,82,92,0,0
2020-02-05,82,92,0,0
2020-02-06,82,92,0,0
2020-02-07,82,92,0,0
2020-02-08,82,92,0,0
2020-02-09,82,92,0,0
2020-02-10,82,92,0,0
2020-02-11,82,92,0,0
2020-02-12,82,92,0,0
2020-02-13,82,92,0,0
2020-02-14,82,92,0,0
2020-02-15,82,92,0,0
2020-02-16,82,92,0,0
2020-02-17,82,92,0,0
2020-02-18,82,92,0,0
2020-02-19,82,92,0,0
2020-02-20,82,92,0,0
2020-02-21,82,92,0,0
2020-02-22,82,92,0,0
2020-02-23,82,92,0,0
2020-02-24,82,92,0,0
2020-02-25,82,92,0,0
2020-02-26,82,92,0,0
2020-02-27,82,92,0,0
2020-02-28,82,92,0,0
2020-02-29,82,92,0,0
2020-03-01,82,92,0,0
2020-03-02,82,92,0,0
2020-03-03,82,92,0,0
2020-03-04,82,92,0,0
2020-03-05,82,92,0,0
2020-03-06,82,92,0,0
2020-03-07,82,92,0,0
2020-03-08,82,92,0,0
2020-03-09,82,92,0,0
2020-03-10,82,92,0,0
2020-03-11,82,92,0,0
2020-03-12,82,92,0,0
2020-03-13,82,92,0,0
2020-03-14,82,92,0,0
2020-03-15,82,92,0,0
2020-03-16,82,92,0,0
2020-03-17,82,92,0,0
2020-03-18,82,92,0,0
2020-03-19,82,92,0,0
2020-03-20,82,92,0,0
2020-03-21,82,92,0,0
2020-03-22,82,93,0,0
2020-03-23,82,93,0,0
2020-03-24,82,93,0,0
2020-03-25,82,93,0,0
2020-03-26,82,93,0,0
2020-03-27,82,93,0,0
2020-03-28,82,93,0,0
2020-03-29,82,94,0,0
2020-03-30,82,94,0,0
2020-03-31,82,94,0,0
2020-04-01,82,94,0,0
2020-04-02,82,94,0,0
2020-04-03,82,95,0,0
2020-04-04,82,95,0,0
2020-04-05,82,95,0,0
2020-04-06,82,95,0,0
2020-04-07,82,95,0,0
2020-04-08,82,95,0,0
2020-04-09,82,95,0,0
2020-04-10,82,95,0,0
2020-04-11,82,96,0,0
2020-04-12,82,97,0,0
2020-04-13,82,97,0,0
2020-04-14,82,97,0,0
2020-04-15,82,99,0,0
2020-04-16,82,99,0,0
2020-04-17,82,100,0,0
2020-04-18,82,100,0,0
2020-04-19,82,100,0,0
2020-04-20,82,100,0,0
2020-04-21,82,100,0,0
2020-04-22,82,100,0,0
2020-04-23,82,100,0,0
2020-04-24,82,100,0,0
2020-04-25,82,100,0,0
2020-04-26,82,100,0,0
2020-04-27,82,100,0,0
2020-04-28,84,100,0,0
2020-04-29,84,100,0,0
2020-04-30,84,100,0,0
2020-05-01,85,100,0,0
2020-05-02,85,100,0,0
2020-05-03,86,100,0,0
2020-05-04,86,100,0,0
2020-05-05,86,100,0,0
2020-05-06,86,100,0,0
2020-05-07,86,100,0,0
2020-05-08,87,100,0,0
2020-05-09,87,100,0,0
2020-05-10,87,100,0,0
2020-05-11,87,100,0,0
2020-05-12,87,100,0,0
2020-05-13,88,100,0,0
2020-05-14,88,100,0,0
2020-05-15,88,100,0,0
2020-05-16,88,100,0,0
2020-05-17,88,100,0,0
2020-05-18,88,100,0,0
2020-05-19,88,100,0,0
2020-05-20,89,100,0,0
2020-05-21,89,100,0,0
2020-05-22,89,101,0,0
2020-05-23,90,101,0,0
2020-05-24,90,101,0,0
2020-05-25,90,101,0,0
2020-05-26,90,101,0,0
2020-05-27,90,101,0,0
2020-05-28,90,101,0,0
2020-05-29,90,101,0,0
2020-05-30,90,101,0,0
2020-05-31,91,101,0,0
2020-06-01,91,101,0,0
2020-06-02,92,101,0,0
2020-06-03,92,101,0,0
2020-06-04,92,101,0,0
2020-06-05,92,101,0,0
2020-06-06,92,101,0,0
2020-06-07,92,101,0,0
2020-06-08,92,101,0,0
2020-06-09,92,102,0,0
2020-06-10,92,102,0,0
2020-06-11,92,102,0,0
2020-06-12,92,102,0,0
2020-06-13,93,103,0,0
2020-06-14,93,103,0,0
2020-06-15,93,103,0,0
2020-06-16,93,103,0,0
2020-06-17,93,103,0,0
2020-06-18,93,106,0,0
2020-06-19,93,108,0,0
2020-06-20,93,108,0,0
2020-06-21,93,108,0,0
2020-06-22,93,108,0,0
2020-06-23,93,108,0,0
2020-06-24,93,108,0,0
2020-06-25,93,108,0,0
2020-06-26,93,108,0,0
2020-06-27,93,108,0,0
2020-06-28,93,108,0,0
2020-06-29,93,108,0,0
2020-06-30,93,108,0,0
2020-07-01,93,108,0,0
2020-07-02,93,108,0,0
2020-07-03,94,109,0,0
2020-07-04,94,109,0,0
2020-07-05,94,109,0,0
2020-07-06,95,109,0,0
2020-07-07,95,109,0,0
2020-07-08,95,109,0,0
2020-07-09,95,109,0,0
2020-07-10,95,109,0,0
2020-07-11,95,109,0,0
2020-07-12,95,109,0,0
2020-07-13,95,109,0,0
2020-07-14,95,109,0,0
2020-07-15,95,109,0,0
2020-07-16,95,109,0,0
2020-07-17,95,110,0,0
2020-07-18,95,111,0,0
2020-07-19,95,111,0,0
2020-07-20,95,111,0,0
2020-07-21,95,111,0,0
2020-07-22,95,111,0,0
2020-07-23,95,111,0,0
2020-07-24,95,111,0,0
2020-07-25,97,111,0,0
2020-07-26,97,111,0,0
2020-07-27,97,111,0,0
2020-07-28,97,111,0,0
2020-07-29,97,111,0,0
2020-07-30,97,111,0,0
2020-07-31,97,111,0,0
2020-08-01,97,111,0,0
2020-08-02,97,111,0,0
2020-08-03,98,111,0,0
2020-08-04,98,111,0,0
2020-08-05,98,111,0,0
2020-08-06,98,111,0,0
2020-08-07,98,111,0,0
2020-08-08,98,111,0,0
2020-08-09,98,112,0,0
2020-08-10,98,112,0,0
2020-08-11,98,112,0,0
2020-08-12,98,112,0,0
2020-08-13,98,112,0,0
2020-08-14,98,112,0,0
2020-08-15,98,112,0,0
2020-08-16,98,112,0,0
2020-08-17,98,112,0,0
2020-08-18,98,112,0,0
2020-08-19,98,112,0,0
2020-08-20,100,112,0,0
2020-08-21,100,112,0,0
2020-08-22,100,113,0,0
2020-08-23,100,113,0,0
2020-08-24,100,115,0,0
2020-08-25,100,118,0,0
2020-08-26,100,118,0,0
2020-08-27,100,119,0,0
2020-08-28,100,119,0,0
2020-08-29,100,119,0,0
2020-08-30,100,119,0,0
2020-08-31,100,119,0,0
2020-09-01,101,119,0,0
2020-09-02,101,119,0,0
2020-09-03,101,121,0,0
2020-09-04,101,121,0,0
2020-09-05,101,121,0,0
2020-09-06,101,121,0,0
2020-09-07,101,121,0,0
2020-09-08,101,121,0,0
2020-09-09,101,121,0,0
2020-09-10,101,121,0,0
2020-09-11,101,121,0,0
2020-09-12,102,121,0,0
2020-09-13,102,121,0,0
2020-09-14,102,121,0,0
2020-09-15,102,122,0,0
2020-09-16,103,122,0,0
2020-09-17,103,122,0,0
2020-09-18,103,122,0,0
2020-09-19,103,122,0,0
2020-09-20,103,122,0,0
2020-09-21,103,122,0,0
2020-09-22,103,122,0,0
2020-09-23,104,122,0,0
2020-09-24,104,122,0,0
2020-09-25,104,122,0,0
2020-09-26,104,124,0,0
2020-09-27,104,124,0,0
2020-09-28,104,124,0,0
2020-09-29,104,124,0,0
2020-09-30,104,124,0,0
2020-10-01,104,124,0,0
2020-10-02,104,124,0,0
2020-10-03,104,124,0,0
2020-10-04,104,124,0,0
2020-10-05,105,124,0,0
2020-10-06,105,124,0,0
2020-10-07,105,124,0,0
2020-10-08,105,124,0,0
2020-10-09,105,124,0,0
2020-10-10,105,124,0,0
2020-10-11,105,124,0,0
2020-10-12,105,124,0,0
2020-10-13,110,127,0,0
2020-10-14,110,127,0,0
2020-10-15,110,127,0,0
2020-10-16,110,127,0,0
2020-10-17,110,127,0,0
2020-10-18,110,127,0,0
2020-10-19,111,128,0,0
2020-10-20,111,128,0,0
2020-10-21,111,128,0,0
2020-10-22,111,128,0,0
2020-10-23,111,128,0,0
2020-10-24,111,128,0,0
2020-10-25,111,128,0,0
2020-10-26,111,128,0,0
2020-10-27,114,128,0,0
2020-10-28,114,128,0,0
2020-10-29,114,128,0,0
2020-10-30,115,128,0,0
2020-10-31,115,129,0,0
2020-11-01,115,129,0,0
2020-11-02,116,129,0,0
2020-11-03,116,129,0,0
2020-11-04,116,129,0,0
2020-11-05,116,129,0,0
2020-11-06,118,130,0,0
2020-11-07,118,130,0,0
2020-11-08,118,130,0,0
2020-11-09,119,131,0,0
2020-11-10,119,131,0,0
2020-11-11,119,132,0,0
2020-11-12,119,132,0,0
2020-11-13,119,132,0,0
2020-11-14,119,133,0,0
2020-11-15,119,133,0,0
2020-11-16,120,134,0,0
2020-11-17,120,134,0,0
2020-11-18,120,134,0,0
2020-11-19,120,134,0,0
2020-11-20,120,134,0,0
2020-11-21,120,134,0,0
2020-11-22,120,136,0,0
2020-11-23,120,136,0,0
2020-11-24,120,136,0,0
2020-11-25,120,137,0,0
2020-11-26,120,137,0,0
2020-11-27,120,138,0,0
2020-11-28,120,138,0,0
2020-11-29,120,138,0,0
2020-11-30,120,138,0,0
2020-12-01,120,138,0,0
2020-12-02,120,138,0,0
2020-12-03,121,138,0,0
2020-12-04,121,138,0,0
2020-12-05,124,141,0,0
2020-12-06,124,141,0,0
2020-12-07,124,141,0,0
2020-12-08,124,141,0,0
2020-12-09,124,141,0,0
2020-12-10,124,141,0,0
2020-12-11,124,142,0,0
2020-12-12,124,142,0,0
2020-12-13,124,142,0,0
2020-12-14,124,142,0,0
2020-12-15,124,142,0,0
2020-12-16,124,142,0,0
2020-12-17,124,142,0,0
2020-12-18,124,142,0,0
2020-12-19,124,142,0,0
2020-12-20,124,142,0,0
2020-12-21,124,142,0,0
2020-12-22,124,142,0,0
2020-12-23,124,142,0,0
2020-12-24,124,142,0,0
2020-12-25,124,142,0,0
2020-12-26,124,142,0,0
2020-12-27,124,142,0,0
2020-12-28,124,142,0,0
2020-12-29,124,142,0,0
2020-12-30,124,142,0,0
2020-12-31,124,142,0,0
2021-01-01,124,142,0,0
2021-01-02,124,142,0,0
2021-01-03,124,142,0,0
2021-01-04,124,142,0,0
2021-01-05,124,142,0,0
2021-01-06,124,142,0,0
2021-01-07,124,142,0,0
2021-01-08,124,142,0,0
2021-01-09,124,142,0,0
2021-01-10,124,142,0,0
2021-01-11,124,142,0,0
2021-01-12,124,142,0,0
2021-01-13,124,142,0,0
2021-01-14,124,142,0,0
2021-01-15,124,143,0,0
2021-01-16,127,143,0,0
2021-01-17,127,144,0,0
2021-01-18,127,144,0,0
2021-01-19,127,144,0,0
2021-01-20,127,144,0,0
2021-01-21,129,145,0,0
2021-01-22,129,145,0,0
2021-01-23,129,145,0,0
2021-01-24,129,145,0,0
2021-01-25,129,145,0,0
2021-01-26,129,145,0,0
2021-01-27,129,145,0,0
2021-01-28,129,145,0,0
2021-01-29,130,146,0,0
2021-01-30,130,146,0,0
2021-01-31,130,146,0,0
2021-02-01,131,146,0,0
2021-02-02,131,146,0,0
2021-02-03,131,146,0,0
2021-02-04,131,146,0,0
2021-02-05,131,146,0,0
2021-02-06,131,146,0,0
2021-02-07,131,146,0,0
2021-02-08,131,146,0,0
2021-02-09,131,146,0,0
2021-02-10,131,146,0,0
2021-02-11,131,146,0,0
2021-02-12,131,146,0,0
2021-02-13,131,146,0,0
2021-02-14,131,146,0,0
2021-02-15,131,146,0,0
2021-02-16,131,146,0,0
2021-02-17,131,146,0,0
2021-02-18,131,148,0,0
2021-02-19,131,148,0,0
2021-02-20,131,148,0,0
2021-02-21,131,149,0,0
2021-02-22,131,150,0,0
2021-02-23,131,150,0,0
2021-02-24,133,152,0,0
2021-02-25,133,153,0,0
2021-02-26,133,154,0,0
2021-02-27,133,156,0,0
2021-02-28,133,157,0,0
2021-03-01,133,157,0,0
2021-03-02,133,157,0,0
2021-03-03,133,157,0,0
2021-03-04,133,157,0,0
2021-03-05,133,157,0,0
2021-03-06,133,157,0,0
2021-03-07,133,157,0,0
2021-03-08,133,157,0,0
2021-03-09,133,157,0,0
2021-03-10,133,157,0,0
2021-03-11,133,157,0,0
2021-03-12,133,158,0,0
2021-03-13,134,158,0,0
2021-03-14,134,158,0,0
2021-03-15,134,158,0,0
2021-03-16,134,158,0,0
2021-03-17,134,158,0,0
2021-03-18,134,159,0,0
2021-03-19,134,160,0,0
2021-03-20,136,162,0,0
2021-03-21,136,162,0,0
2021-03-22,136,162,0,0
2021-03-23,136,162,0,0
2021-03-24,136,163,0,0
2021-03-25,136,163,0,0
2021-03-26,136,164,0,0
2021-03-27,136,164,0,0
2021-03-28,136,165,0,0
2021-03-29,136,165,0,0
2021-03-30,136,166,0,0
2021-03-31,136,167,0,0
2021-04-01,138,170,0,0
2021-04-02,138,170,0,0
2021-04-03,138,170,0,0
2021-04-04,138,170,0,0
2021-04-05,138,170,0,0
2021-04-06,138,171,0,0
2021-04-07,138,171,0,0
2021-04-08,138,172,0,0
2021-04-09,138,172,0,0
2021-04-10,141,174,0,0
2021-04-11,141,174,0,0
2021-04-12,141,174,0,0
2021-04-13,141,174,0,0
2021-04-14,141,174,0,0
2021-04-15,141,175,0,0
2021-04-16,143,176,0,0
2021-04-17,143,177,0,0
2021-04-18,143,177,0,0
2021-04-19,143,177,0,0
2021-04-20,143,177,0,0
2021-04-21,143,177,0,0
2021-04-22,146,180,0,0
2021-04-23,146,180,0,0
2021-04-24,146,180,0,0
2021-04-25,146,180,0,0
2021-04-26,146,180,0,0
2021-04-27,148,181,0,0
2021-04-28,148,181,0,0
2021-04-29,150,183,0,0
2021-04-30,150,183,0,0
2021-05-01,150,183,0,0
2021-05-02,150,183,0,0
2021-05-03,150,183,0,0
2021-05-04,153,186,0,0
2021-05-05,153,186,0,0
2021-05-06,153,186,0,0
2021-05-07,153,186,0,0
2021-05-08,153,187,0,0
2021-05-09,153,187,0,0
2021-05-10,154,187,0,0
2021-05-11,154,188,0,0
2021-05-12,154,188,0,0
2021-05-13,156,188,0,0
2021-05-14,156,188,0,0
2021-05-15,156,189,0,0
2021-05-16,156,189,0,0
2021-05-17,156,189,0,0
2021-05-18,156,189,0,0
2021-05-19,156,189,0,0
2021-05-20,156,189,0,0
2021-05-21,156,189,0,0
2021-05-22,156,190,0,0
2021-05-23,156,190,0,0
2021-05-24,156,190,0,0
2021-05-25,156,190,0,0
2021-05-26,156,190,0,0
2021-05-27,156,190,0,0
2021-05-28,156,190,0,0
2021-05-29,156,191,0,0
2021-05-30,156,191,0,0
2021-05-31,156,191,0,0
2021-06-01,156,191,0,0
2021-06-02,156,191,0,0
2021-06-03,156,191,0,0
2021-06-04,156,191,0,0
2021-06-05,156,191,0,0
2021-06-06,157,193,0,0
2021-06-07,157,193,0,0
2021-06-08,158,194,0,0
2021-06-09,158,194,0,0
2021-06-10,158,194,0,2
2021-06-11,158,194,0,3
2021-06-12,158,194,0,4
2021-06-13,158,194,0,4
2021-06-14,158,194,0,4
2021-06-15,158,194,0,5
2021-06-16,158,195,0,5
2021-06-17,158,196,0,7
2021-06-18,158,196,0,7
2021-06-19,159,196,0,7
2021-06-20,159,196,0,7
2021-06-21,159,199,0,7
2021-06-22,161,199,0,7
2021-06-23,161,199,0,7
2021-06-24,161,199,0,7
2021-06-25,161,203,0,7
2021-06-26,162,203,0,7
2021-06-27,162,203,0,8
2021-06-28,162,203,0,8
2021-06-29,165,205,0,11
2021-06-30,165,205,0,12
2021-07-01,165,205,0,12
2021-07-02,165,205,0,12
2021-07-03,167,205,0,12
2021-07-04,167,205,0,13
2021-07-05,168,206,0,14
2021-07-06,168,206,0,15
2021-07-07,168,206,0,15
2021-07-08,168,206,0,15
2021-07-09,168,206,0,15
2021-07-10,170,207,0,15
2021-07-11,170,207,0,15
2021-07-12,170,207,0,15
2021-07-13,170,207,0,15
2021-07-14,170,207,0,15
2021-07-15,170,207,0,15
2021-07-16,170,207,0,15
2021-07-17,170,208,0,15
2021-07-18,170,209,0,15
2021-07-19,170,209,0,15
2021-07-20,170,209,0,15
2021-07-21,170,209,0,15
2021-07-22,170,209,0,15
2021-07-23,172,209,0,15
2021-07-24,173,209,0,15
2021-07-25,173,209,0,16
2021-07-26,174,209,0,16
2021-07-27,174,209,0,16
2021-07-28,174,209,0,16
2021-07-29,174,209,0,16
2021-07-30,174,209,0,17
2021-07-31,174,209,0,17
2021-08-01,177,209,0,17
2021-08-02,178,209,0,17
2021-08-03,178,209,0,17
2021-08-04,178,209,0,17
2021-08-05,181,209,0,17
2021-08-06,181,209,0,17
2021-08-07,181,209,0,17
2021-08-08,181,212,0,17
2021-08-09,181,212,0,17
2021-08-10,181,212,0,17
2021-08-11,181,212,0,17
2021-08-12,181,212,0,17
2021-08-13,182,213,0,17
2021-08-14,184,214,0,17
2021-08-15,185,215,0,17
2021-08-16,188,217,0,18
2021-08-17,189,217,0,18
2021-08-18,189,217,0,19
2021-08-19,189,217,0,21
2021-08-20,189,217,0,21
2021-08-21,189,217,0,21
2021-08-22,192,217,0,21
2021-08-23,193,220,0,21
2021-08-24,193,220,0,21
2021-08-25,193,220,0,21
2021-08-26,193,220,0,21
2021-08-27,193,220,0,21
2021-08-28,193,220,0,21
2021-08-29,193,220,0,21
2021-08-30,193,220,0,21
2021-08-31,193,220,0,21
2021-09-01,193,220,0,21
2021-09-02,193,220,0,21
2021-09-03,193,220,0,21
2021-09-04,197,220,0,21
2021-09-05,199,221,0,21
2021-09-06,205,226,0,21
2021-09-07,205,226,0,21
2021-09-08,205,226,0,22
2021-09-09,205,226,0,22
2021-09-10,205,226,0,22
2021-09-11,213,233,0,22
2021-09-12,213,233,0,22
2021-09-13,213,234,0,22
2021-09-14,213,234,0,22
2021-09-15,213,234,0,22
2021-09-16,213,234,0,22
2021-09-17,216,235,0,22
2021-09-18,216,235,0,22
2021-09-19,216,235,0,22
2021-09-20,216,235,0,22
2021-09-21,216,235,0,22
2021-09-22,216,235,0,22
2021-09-23,216,235,0,22
2021-09-24,216,235,0,22
2021-09-25,221,238,0,22
2021-09-26,221,238,0,22
2021-09-27,221,238,0,22
2021-09-28,221,238,0,22
2021-09-29,221,239,0,22
2021-09-30,221,240,0,22
2021-10-01,221,240,0,22
2021-10-02,225,240,0,22
2021-10-03,225,240,0,23
2021-10-04,225,240,0,23
2021-10-05,225,240,0,23
2021-10-06,227,240,0,23
2021-10-07,227,240,0,24
2021-10-08,228,240,0,24
2021-10-09,229,240,0,25
2021-10-10,231,240,0,25
2021-10-11,231,240,0,25
2021-10-12,231,240,0,25
2021-10-13,231,240,0,25
2021-10-14,231,240,0,25
2021-10-15,236,244,0,25
2021-10-16,237,244,0,25
2021-10-17,237,245,0,25
2021-10-18,239,245,0,25
2021-10-19,239,245,0,25
2021-10-20,239,245,0,25
2021-10-21,239,245,0,25
2021-10-22,239,245,0,25
2021-10-23,239,246,0,25
2021-10-24,239,246,0,25
2021-10-25,239,246,0,25
2021-10-26,239,246,0,25
2021-10-27,239,246,0,25
2021-10-28,239,246,0,25
2021-10-29,239,246,0,25
2021-10-30,239,250,0,25
2021-10-31,240,250,0,25
2021-11-01,240,250,0,25
2021-11-02,240,253,0,25
2021-11-03,241,253,0,25
2021-11-04,243,254,0,25
2021-11-05,244,254,0,25
2021-11-06,245,254,0,26
2021-11-07,246,254,0,27
2021-11-08,248,254,0,27
2021-11-09,249,254,0,28
2021-11-10,249,254,0,28
2021-11-11,249,254,0,28
2021-11-12,249,254,0,28
2021-11-13,249,256,0,29
2021-11-14,251,258,0,29
